id	Tweet
2074	What we now have is an absolutely irrelevant data set." Students opt out of testing in droves via @inkywoman http://bit.ly/1EUKoFc"
2075	Decision to use #CCSS test scores for college placement is troublesome http://www.edcentral.org/course-placement/ … It's too soon to consider #PARCC #SB authentic
2100	How can test results be compared across states if no consistent grading method? #CommonCore #PARCC http://wp.me/p4ySte-v8z via @news4buffalo
2113	@JonCampbellGAN amazing how quick the turn around can be when there are 200000 less tests to score. #optout
2135	@brittanyhorn see what happens when there are 200000 fewer tests to grade #optout #refusethetest
2151	@MercyMercyf @dabuffum @whec_rleclair with so many #optout fewer tests to grade can get results sooner. Next yr results ready in May! Ha!
2163	Just had to take the PARCC algebra 1 test.. There wasn't a single problem I knew how to do. #parcc
2167	Unions losing public support Majority of public disagrees with #optout. http://goo.gl/DWpA05 @Choire
2208	@TLT16 Yes the digital divide is real & w states' testing on computers (i.e. #PARCC) students w/o tech experience suffer. Libraries help.
2276	. @paigekowalski @benschulzey1 That's 9 10 or 11 given no grade 12 #PARCC. They expect kids'll be college ready" by 11th grade or earlier?"
2277	You know the PARCC was out of stories when they made you read one about the deconstruction of twinkies #PARCC #Pearson
2307	@cuddlylmj its a stupid standardized test that everyone in nj in grades 3-11 have to take but it doesn't even count so you can opt out of it
2350	Psychologist: #CommonCore Tests Cannot Be Independently Verified for Validity or Reliability http://wp.me/p2odLa-aem #ccss #optout #education
2418	3rd grade PARCC had a question on money. That's not a 3rd grade standard. This is not aligned. #optout
2421	Honestly #sbac testing isn't even accurate and it's just wasting 3 hours of my life for 4 days
2434	Psychologist: The Common Core Tests Can't Be Independently Verified for Validity/Reliability http://wp.me/p2odLa-aem via @DianeRavitch #parcc
2934	. @alexanderrusso Prof eval stndrds req tests be validated before large scale use. Notion #optout's undermining validity is inane @arneduncan
3958	. @NYGovCuomo we already knew the tests are meaningless. It's why we #OptOut our kids! #InvalidMeasure @NYStateBATs @NYBATs @NYSAPE @LIOptOut
5602	. @mritzius @mpolikoff @ThadDomina As w #ESEA #IDEA reqs use of demonstrably reliable & valid tests (which #PARCC is not) so threat is moot.
6861	. @anya1anya @brianparra #NCLB mandates demonstrably reliable & valid tests which precludes those lacking such data such as #PARCC & #SBAC
7422	. @DataDiva @audhilly What doesn't bode well 4 NYS #CCSS tests (& #PARCC/ #SBAC) = most if not all released items are incredulously ambiguous?
7515	. @PearsonNorthAm why does it take 3-4 mos to get #SBAC & #parcc test results back? Oh yeah you hire scorers @Craig's List. #OptOut #ESEA
9126	. @DrPegLuksik These tests are invalid and unreliable! #refusethetest
9468	.@ValentinaK_edu @Andrelamme @edpolicy @PARCCPlace Is that 2 say #PARCC is a norm-referenced test? Cut scores are not predictive thresholds?
12040	. @AssessWell @leoniehaimson After some years we'll see any correlation between #PARCC scores and college GPA... but how valid is that?
12052	. @PARCCPlace What data support validity of conclusions based on #PARCC? What is known re: false positive & false negative rates? @denverpost
12057	. @PARCCPlace What data support validity of conclusions based on #PARCC? What is known re: false positive & false negative rates? @Callie_DC
12311	. @BadassTeachersA OMG! #OptOut! Reliability is not enough
12685	. @cateswin public schools should be assessed on #customerservice of high validity before #parcc #nochildleftbehind of #dubious #validity
13379	. @citizenstewart @chuckschumer @SenGillibrand #MathEd report invalidates #SBAC-> http://sco.lt/8CvBVR #CutFedTestspic.twitter.com/NDFzlu1RVG
13772	. @rpondiscio @arotherham @usnews Is naive 2 dub #optout ridiculous & selfish" without acknowledging probs with use of not validated tests?"
13774	. @rpondiscio @arotherham @USNewsOpinion The #elephantinroom issue is fact #PARCC/ #SBAC lack basic psychometric soundness data 2 justify use?
14882	. @rpondiscio Unfortunately policy experts" are persuasive in their (misleading) claims re: value of not validated tests (such as #PARCC)..."
