id	Tweet text
8062	Standardized Testing _�� Student Voice Goes Viral http://buff.ly/1bHTxUw #educational reform #optout @Fairtestoffice
8063	@Pearson reports #PARCC cheating via social media in 6 states - http://buff.ly/1E7WXfe #edtech #edchat #testing
8064	@BadassTeachersA BREAKING NEWS: @AFTunion Prez @rweingarten Endorses #OptOut one day after @nysut says REFUSE TESTS http://wp.me/p2odLa-9ZJ
8065	@FollowCSA @UFT Parent Opt Out from NYS ELA & Math test movement growing http://www.silive.com/news/index.ssf/2015/03/nys_test_opt-out_movement_gain.html#incart_river_mobile�__�_ @nysut
8066	@RaymondWWalter invokes #OptOut I am not going to sell my children out" Vote No on #nybudget #buffalo @nysut @MikeDeely @westsenecata"
8067	@NYGovCuomo when was the last time you stepped into a SE class? your ideas on education are harmful to our kids #nysgov&thealmighty$ #optout
8068	If you're #njed you've got the same #parcc headache I do. Here's your [figurative] asprin: http://goo.gl/YBSckC
8069	@HastingsTeacher @UFT @nysut Seems like an Aw Shucks" response. A "We'll get'm next time" attitude. How bout #optout Join the party!"
8070	_��We respectfully refuse to participate in the test._ѝ http://buff.ly/1OSJ08l�_ Close to that time of year! #optout pic.twitter.com/dqH3wYrSZp
8071	@TeaPartyBroward @LibertyMaverick #optout https://www.youtube.com/watch?v=Hou4J1Y_m1I�__�_
8072	. @optoutftl @TeaPartyBroward has joined you in #optout #fsatesting #stopcommoncore https://www.facebook.com/groups/OptOutBroward/�__�_
8073	I'm going to #optout of work for all of July. Twelve months is simply too many.
8074	@ed_struggle I agree! No lit in my son's middle school English class for 2yrs now. #CAStopCC #optout
8075	Not sure what @vote4murphy thinks now his repeal CC signs are down but is his strength up? He thinks #optout for kids but ok for teachers?
8076	Is Opting Out Of Standardized Tests The Right Choice For Your Child? #OptOut http://wp.me/p5ATua-C
8077	@cjacksonj13 Ha Ha I sometimes get frustrated for teachers with the whole opt of the test" thing. Teachers live in the real world #PBLChat"
8078	RT timothy_yim: Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy _�_ Protect Ame_�_
8079	Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy pic.twitter.com/Y9JZ1mLPhv Prot_�_
8080	@PippinMusical join us in #optout #fsatesting #stopcommoncore https://www.facebook.com/groups/OptOutBroward/�__�_
8081	RT timothy_yim: Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy _�_ Protect Ame_�_
8082	Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy pic.twitter.com/Y9JZ1mLPhv Prot_�_
8083	@FtLauderdaleSun join us in #optout #fsatesting #stopcommoncore https://www.facebook.com/groups/OptOutBroward/�__�_
8084	@gariidasnail join us in #optout #fsatesting #stopcommoncore https://www.facebook.com/groups/OptOutBroward/�__�_
8085	@daedaaae join us in #optout #fsatesting #stopcommoncore https://www.facebook.com/groups/OptOutBroward/�__�_
8086	@HannahArlone I see that as an oxymoron #OptOut #WhyWeRefuse sorry as a parent and T I disagreepic.twitter.com/YpTS46m3eD
8087	@CommishMDK join us in #optout #fsatesting #stopcommoncore https://www.facebook.com/groups/OptOutBroward/�__�_
8088	Paying rent? Thanks but I #optout this month.
8089	@BrowardLibrary join us in #optout #fsatesting #stopcommoncore https://www.facebook.com/groups/OptOutBroward/�__�_
8090	Via @slekar banned by @educationgadfly & @rpondiscio http://bustedpencils.com/2015/03/banned-educationgadfly-and-rpondiscio/�__�_ " #optout #ProtectOurSchools #whyIrefuse"
8091	@NewTimesBroward join us in #optout #fsatesting #stopcommoncore https://www.facebook.com/groups/OptOutBroward/�__�_
8092	@SentinelPaula join us in #optout #fsatesting #stopcommoncore https://www.facebook.com/groups/OptOutBroward/�__�_
8093	@TeaPartyBroward join us in #optout #fsatesting #stopcommoncore https://www.facebook.com/groups/OptOutBroward/�__�_
8094	I'm going to #optout of Mondays. They're the worst.
8095	@SunSentinel #optout join us in #optout #fsatesting https://www.facebook.com/groups/OptOutBroward/�__�_
8096	@browardpolitics @AttorneyCrump #optout join us in #optout #fsatesting https://www.facebook.com/groups/OptOutBroward/�__�_
8097	@RedBroward @cityofsunrise #optout join us in #optout #fsatesting https://www.facebook.com/groups/OptOutBroward/�__�_
8098	@aclu_broward #optout join us in #optout #fsatesting https://www.facebook.com/groups/OptOutBroward/�__�_
8099	@LPBroward #broward #optout join us in #optout #fsatesting https://www.facebook.com/groups/OptOutBroward/�__�_
8100	So glad that kids can now #optout of SATs to get into college important meetings at work or other pesky annoyances that get in the way.
8101	RT timothy_yim: Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy _�_
8102	Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy pic.twitter.com/Y9JZ1mLPhv Prot_�_
8103	Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacypic.twitter.com/dfyOPHvEW9
8104	Why is #Mulgrew so afraid of #OptOut? Time for NYC educators to ask for MORE. http://fb.me/6AX4ioDgq
8105	Let's be clear. PARENTS disagree with #cuomo Ed policies and taxpayers insulted by rushed matter of necessity" budget vote. #refuse #optout"
8106	. @AngelaWozniak raises good questions on floor of Assembly If all of a teachers' students #optout what will their APPR reflect?" @nysut"
8107	New post: Does Smarter Balanced understand nouns and verbs? http://ablogaboutschool.blogspot.com/2015/03/this-dog-wont-hunt.html�__�_ #ialegis #iaedfuture #SBAC pic.twitter.com/guLb8XD0DM
8108	@jsteffenhagen join us https://www.facebook.com/groups/OptOutBroward/?pnref=story�__�_ #whyirefuse #optout #CCSS
8109	@pattibacchus @jsteffenhagen @VSB39 join us https://www.facebook.com/groups/OptOutBroward/?pnref=story�__�_ #whyirefuse #optout #ccss
8110	. @assemblynewyork Sen. Flanagan is WRONG. This leg. double-downs on #HighStakesTests We will #RefuseTheTest This is a disgraceful budget.
8111	@premiuz join us https://www.facebook.com/groups/OptOutBroward/?pnref=story�__�_ #whyirefuse #optout #CCSS
8112	@Max_vanDongen join us https://www.facebook.com/groups/OptOutBroward/?pnref=story�__�_ #whyirefuse #optout #CCSS
8113	@akosnitzky @_QueenLioness_ join us https://www.facebook.com/groups/OptOutBroward/?pnref=story�__�_ #whyirefuse #optout #CCSS
8114	@akosnitzky @_QueenLioness_ join us https://www.facebook.com/groups/OptOutBroward/?pnref=story�__�_ #whyirefuse #optout #CCSS
8115	@BWCentral join us https://www.facebook.com/groups/OptOutBroward/?pnref=story�__�_ #whyirefuse #optout #CCSS
8116	@MicheleMiller52 @TB_Times join us https://www.facebook.com/groups/OptOutBroward/?pnref=story�__�_ #whyirefuse #optout #CCSS
8117	@hechingerreport join us https://www.facebook.com/groups/OptOutBroward/?pnref=story�__�_ #whyirefuse #optout #ccss
8118	@MichaelLombardo @JebBush join us https://www.facebook.com/groups/OptOutBroward/?pnref=story�__�_ #whyirefuse #optout #CCSS
8119	@CBSTampaBay join us https://www.facebook.com/groups/OptOutBroward/?pnref=story�__�_ #whyirefuse #optout #ccss
8120	An article I wrote was picked up by @QZ Why my children opt out of standardized testing_��and yours should too. http://qz.com/367228�_ via @qz
8121	Crony Capitalist War of greed against US Public Education http://wp.me/pLJTE-VK #Pearson #PARCC #SBAC @lflwriterpic.twitter.com/vxVMk4IHdK
8122	In case you didn't know #PARCC does NOT allow graphicorganizers or mathref sheets 4 students w #IEP #specialeducation http://webcache.googleusercontent.com/search?q=cache:FbLNKmExcmMJ:www.doe.mass.edu/parcc/participation/ParentsNotificationSample.docx+&cd=8&hl=en&ct=clnk&gl=us�__�_
8123	Great event tonight with @theschoolpr - thanks to all for coming! #TestingSeason #PARCC #OptOut Next event is April 25th!
8124	MT @BillMoyersHQ: The Bravery of Rachel Carson http://bit.ly/1OUOJuh #SilentSpring < Yes you can #OptOut! #PARCC
8125	All candidates for school board are anti-stand testing. So what action would they take? #PARCC @kshannon617 @KerrisLee_ @Momologist
8126	Finally getting to hear from a #student voice on this issue! #PARCC #TestingSeason #TheSchoolProject
8127	Proud of my 11 yr old. Wrote an essay to #PARCC on his math test of why it isn't fair to kids! Yes PARCC police he told me an answer""
8128	Is Matrix Testing the answer - should we adopt #NAEP instead? #TestingSeason #OptOut #TheSchoolProject
8129	ISBE rep: students can refuse the test but we do not favor the #optout because we believe in this test. It is a better test" #TestingSeason"
8130	Mary Fergus says they should have done better job. No opt out provision in fed law. Won't support opt out b/c better test" #TestingSeason"
8131	Hey all of UNTRUTHFUL MERCHANT" come to my fb For paraphrase #starr #peepingpearson #pearson jennifer delcampo"
8132	. @palan57 So I suppose Cage Buster" Hess is a strong supporter of teachers who have the guts to #OptOut of #CommonCore tests?"
8133	Do standardized tests help catch the weakest among us" as one audience member claims? #TheSchoolProject #TestingSeason #PARCC"
8134	_��@berwynwellness: Ss choose to do extra math on #sumdog when given a break after #PARCC same in CT after SBACs pic.twitter.com/o0DrYDdDJ8_ѝ
8135	ISBE rep clarifies: #PARCC isn't being used for teacher evaluation yet. #TestingSeason
8136	Error to allow material witnesses to opt out of testifying w/o constitutional statutory or common law basis. http://1.usa.gov/1xUMoKV #CEB
8137	Pearson has not actually released any validity studies on #PARCC" - Cassie Cresswell #TestingSeason"
8138	Read @jgordonwright's call of reason to fellow Chicago parents on #OptOut: http://educationpost.org/opting-out-is-not-progressive/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctOptoutChicagoGw5�__�_
8139	Pearson has not released any validity studies around #PARCC - so how do we know it's a valid measure? #TestingSeason #TheSchoolProject
8140	#Illinois is only one of 12 schools using #PARCC - is it worth it? #OptOut #TestingSeason
8141	Wed and Thurs are dress down days for students who have the Gold #PARCC Pride Points for both Reading and Math #pbis
8142	5 million kids are taking #PARCC this year in #Illinois - are you #OptingOut your child? #TestingSeason @theschoolpr
8143	@mma718 @RaymondWWalter quite impressed! Wish I could vote for him! #OptOut
8144	Nurturing children is the way to make strong adults - testing stress doesn't do this. #TestingSeason #PARCC #OptOut #TheSchoolProject
8145	It only looks like an #April Fool's joke. #OptOut #NYSEDoutofmyclassroom. Details emerge on new teacher evaluation http://capi.tl/1Hgyl1W
8146	Juan Gonzalez gets a round of applause for #NO selective enrollment schools - all schools should be #equal. #TheSchoolProject #optout
8147	Teacher Juan Gonzalez speaks about creative thinking kids getting left behind with #StandardizedTests. #TheSchoolProject #OptOut
8148	From teacher Juan Gonzalez There are no standard kids!" #TheSchoolProject #PARCC #OptOut @theschoolpr"
8149	Higher stakes need to be put on our elected officials" gets a round of applause from @theschoolpr audience! #TestingSeason #OptOut"
8150	My students are braver and stronger and wiser than any assessment will be able to capture. #SBAC Day 1 is over.
8151	We must #refusethetest #optout to continue to send the message that tests done tell my performance.
8152	Evaluation needs to be more than a score. #TheSchoolProject #TestingSeason #PARCC @theschoolpr
8153	Linda Lenz asks our panel: what information should we be giving parents about #PARCC?
8154	Prof Goldman: There could be good things about #PARCC but tying everything to teacher accountability is the wrong way to go""
8155	#tea #PeepingPearson http://tea.texas.gov/Student_Testing_and_Accountability/Testing/State_of_Texas_Assessments_of_Academic_Readiness_(STAAR)/STAAR_Released_Test_Questions/�__�_
8156	It's no surprise that so many students are ready to #OptOut" We're not giving students a chance to learn and teachers a chance to teach""
8157	But what they don't say is the education dollars not to classrooms but to testing and teacher evaluation! Let's get real!! #OptOut
8158	Does everyone know #parcc results come out in October? Not actionable data. #TestingSeason
8159	Dozens of NY Teacher Associations Endorse I Refuse".... @MOREcaucusNYC tried twice in NYC. Now we'll support #optout http://wp.me/p2odLa-9YMq"
8160	How do you find a better way to hold teachers accountable? #TheSchoolProject #PARCC @theschoolpr
8161	Erie Niagara Assemblyman Raymond Walter invokes #OptOut I am not going to sell my children out" Vote No on #nybudget #buffalo @nysut"
8162	#StopCommonCore #CommonCore #pearsonout #Michigan #AlgonacSchoolBoard #standup4kids #education #pearsoniswatching pic.twitter.com/7OSuyf7Lqn
8163	Preach Assemblyman Walter #optout
8164	@pearson Who is wisest?" Is an opinionated question and therefore has no wrong answer. #PARCC #GodHelpAmerica"
8165	Think about which institutions have the privilege of opting out of institutional surveillance via edtech and standardized testing.
8166	Does testing help narrow the achievement gap by giving us data to track performance? #PARCC #TestingSeason @theschoolpr
8167	How do we know how students are doing if we don't test them? #PARCC #TestingSeason @theschoolpr
8168	I opted out of my ISAT test and it totally worked. Each time people would come up to me a little more interested" #OptOut #TestingSeason"
8169	Jeb #Bush got a chance to do real #education reform and #BoycottIndiana. He chose to #OptOut his #StandardizedTests http://www.tampabay.com/blogs/the-buzz-florida-politics/jeb-bush-praises-indiana-law-under-attack-as-anti-gay-and/2223503�__�_
8170	Teacher's #CommonCore Test Opt-out Letter 2015 http://wp.me/p3nwRr-sZ�_ via @PaulineDHawkins #StopCommonCore #optout #RefusetheTest
8171	@Lily_NEA Today @rweingarten supported parents opting out of #SBAC & #PARCC. Your support 2 #optout will b great. End high stakes tests!
8172	@Record_Melissa @GovChristie yep last I read his kids were at private school. #parcc is 1st step in privatization of Ed in America
8173	@SimoneJVIsaacs Adaptive Learning tool That Is Aligned With #RTI & Offers Test Based On Principals Of #PARCC & #SBAC http://bit.ly/1l9hNxv
8174	Click to see why we should put that #OptOut energy into fixing real problems in education: http://educationpost.org/opting-out-is-not-progressive/?utm_source=twitter&utm_medium=social&utm_campaign=Acct&utm_content=TwAcctOptoutChicagoGw4�__�_ @theschoolpr
8175	Great to see @RepGuzzardi39 in @theschoolpr audience tonight for #TestingSeason he just introduced an #OptOut bill to the #Illinois House.
8176	Implementing the new test will be hard but worth it" #PARCC #teachervoice #edchat http://ow.ly/L25FF"
8177	Teacher: The disturbing things I've learned about our new #CommonCore tests http://wapo.st/1GewQD9 #StopCommonCore #optout #RefusetheTest
8178	. @KarenMageeNYSUT I urge parents to opt out of testing. They_��re not valid indicators of student progress." #truth http://www.nydailynews.com/new-york/education/state-teacher-union-chief-calls-common-core-boycott-article-1.2168005?cid=bitly�__�_"
8179	@siadvance Parent Opt Out from NYS ELA & Math test movement growing http://www.silive.com/news/index.ssf/2015/03/nys_test_opt-out_movement_gain.html#incart_river_mobile�__�_
8180	Cathy Nolan just reaffirmed that parents have right to #optout to @JamesTedisco.pic.twitter.com/lzw5jpwhdp
8181	House Bill 2246 to allow parental opt out of testing crashed and burned on the senate floor. #azleg
8182	Parents _�� If you opt your child out of the SBAC Test DO NOT ALLOW them to be left in the testin_�_ http://jonathanpelto.com/2015/03/31/parents-if-you-opt-your-child-out-of-the-sbac-test-do-not-allow-them-to-be-left-in-the-testing-room/�__�_ via @jonathanpelto
8183	Senate kills HB2246 to let parents opt out of standardized test. Could have risked losing fed $$ but other states also face anti-test moves.
8184	@larissa_aronov or wrong with #PARCC
8185	RT to notify everyone about our forum tomorrow! See you there! #OptOut @StopCCSSinNYS @BadassTeachersA @MOREcaucusNYCpic.twitter.com/vvgCDzgEYd
8186	RT to notify everyone about our forum tomorrow! See you there! #OptOut @BethWarnken @KevinToolan @JeanneKessZonepic.twitter.com/f5WXthySBd
8187	RT to notify everyone about our forum tomorrow night! See you there! #OptOut @nysut @NYSUTSRO @PaulPecoralepic.twitter.com/98wtRgGm2x
8188	RT to notify everyone about our forum tomorrow! See you there! #OptOut @jeffantinoro2 @AntinoroKristin @Beckala1624pic.twitter.com/AZcwDJEl0G
8189	RT to notify everyone about our forum tomorrow night! See you there! #OptOut @Newsday @News12LI @portjeffpatchpic.twitter.com/bMdTuYw4hY
8190	RT to notify everyone about our forum tomorrow! See you there! #OptOut @teka21bat @alirem72 @McFiredogg @rjr33100pic.twitter.com/rjlwXCJ3PM
8191	RT to notify everyone about our forum tomorrow night! See you there! #OptOut @MWorontsoff @ReneeLouiseSt @NegriCaripic.twitter.com/sVX62pz3SS
8192	RT to notify everyone about our forum tomorrow! See you there! #OptOut @JeanetteDeut @marla_kilfoyle @TeacherArthurGpic.twitter.com/7EHnYzmTG5
8193	RT to notify everyone about our forum tomorrow! See you there! #OptOut @ThePJSTA @PatMedTeachers @changethestakespic.twitter.com/eLRNDmfDnF
8194	RT to notify everyone about our forum tomorrow! See you there! #OptOut @aconnellyfoster @bfostersci @SyndeeZegelpic.twitter.com/8ldFNEJOM8
8195	RT to notify everyone about our forum tomorrow night! See you there! #OptOut @Sashammy @beth_dimino @Refusethetestspic.twitter.com/SzR7DDx9Ez
8196	RT to notify everyone about our forum tomorrow night! See you there! #OptOut @dr_jcohen @MikeHynes5 @DrJoeRellapic.twitter.com/laa4Pzo4M0
8197	RT to notify everyone about our forum tomorrow night! See you there! #OptOut @LIOptOut @NYSAPE @NYStateBATs @1Voice15pic.twitter.com/YLM45RA4Vw
8198	@JamesTedisco Fighting for our kids! Cathy Nolan where is your #optout bill?! pic.twitter.com/IAX6uQXALj
8199	How will anyone know if education is heading the right direction?" Testing #optout is a mistake: http://ow.ly/L2YTL @TimesUnion"
8200	#pearsoniswatching Oh wait. MT @cudaeye: Video surveillance for K-12 & Universities. Video anytime anywhere. https://cards.twitter.com/cards/18ce53x73e8/86e2�__�_
8201	Will you opt your children out from Common Core testing? Hear from a teacher who says she is doing just that coming up on News10NBC at 6.
8202	A bill that would have let parents opt their kids out of standardized testing fails in Senate on bipartisan vote.
8203	Senators are concerned with how student achievement might be measured if a parent can opt their children out of taking any test. #HB2246
8204	Another anti-Common Core bill being voted on in #AZSenate. #HB2246 would let parents opt out of statewide assessments - those measure CC.
8205	The coming #CommonCore meltdown http://wapo.st/1jppy4I #azmerit #optout #parcc
8206	LIVE UPDATE: Over 7m #PARCC test sessions completed. Congrats #PARCCready statespic.twitter.com/GAVAM2bSdT
8207	Tx Ed Code gives process for summer school or retention decision - not the principal! http://www.txedrights.net/principal-issues-threats-contrary-to-law/�__�_ @STAARtest #optout #staar
8208	We're here at @theschoolpr premiere of #TestingSeason! We'll be live tweeting the discussion and segment! #PARCC #OptOut
8209	Principal threatens #staar #optout student w/ summer school & retention b4 Grade Placement Comm. ever decides issue http://www.txedrights.net/principal-issues-threats-contrary-to-law/�__�_
8210	250000 kids have started the #sbac in CA - and yet the sun still rises every morning. Huh. #ccss #ccssparents
8211	@NYGovCuomo how about banning the common core curriculum? #ineffective #refusethetests #optout
8212	. @drjohnthompson takes stock of state of reporting on #ccss #optout. Says reporters ignore context at their peril http://buff.ly/1C3Iydb
8213	@NYGovCuomo #yousetmykidup4failure #nomore #optout
8214	Keep up the calls to elected officials!!! WOW!!!-> . @KarenMageeNYSUT tells parents to opt out of testing!!! http://blog.timesunion.com/capitol/archives/231494/going-on-the-offense-nysuts-magee-calls-for-test-boycott/�__�__ѝ
8215	Our #AwesomeStudents did a great job with #PARCC day 1. Many used #WWC to answer their essay question @NRMSchool @pcdaly
8216	Opt Out of State Tests and other news #NYCSchools #Testing http://icont.ac/2RrVQ
8217	WDYT: Is posting #PARCC exam content online a #copyright infringement? http://bit.ly/19ziTmb #Pearson #edtech #socialmedia
8218	Coming up on News 8 at 5 many are choosing to opt out of Common Core testing in New York. @Ali2e has the story. #ROC
8219	#optout
8220	. @theschoolpr Here is another document with current state #OptOut policies: http://sco.lt/8ImSB7 #parents #testing #CCSS #SBAC #PARCC #CA
8221	Guest Commentary: Reject legislation to opt out on testing. @denverpost Op-Ed piece #edcolo #edchat http://www.denverpost.com/opinion/ci_27798473/guest-commentary-reject-legislation-opt-out-testing�__�_
8222	I've never been so happy that technology didn't work. #PARCC
8223	@ctaIPD @DEDeptofEd Hah! No just a coincidence was in DE last wknd training t's 2 build #SBAC aligned PTs w/ @Schoology! @Stanford_SCALE
8224	Putting #PARCC to the test http://bit.ly/1Do35yX
8225	Proud of your hard work on the #PARCC today. Two days to go for #ELA. Use those strategies watch the time & show them what you can do!
8226	. @tbfurman explains how @ISBEnews is blurring the truth around opt-out rights. #parcc http://www.tbfurman.us/2015/03/blurring-truth-around-your-rights.html�__�_
8227	#thirdgrade crushed their first day of #PARCC! First testing experience in the books!
8228	First day of #PARCC testing done today. Very proud of our sixth graders and their willingness to take on this new challenge!!!
